"repository","repositoryRoot","status","path","sizeBytes","sha256","classification","sensitivityFlags"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/together-mobile-dark.png","1568405","695a86fe97b5a744338f03ea95f46d7fb236042f51fd33938f3a9ce0dbc6894c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/together-mobile-light.png","1342836","21d1ba0d953555410f583e32fd540efbb4f9a5f61632cc37935b930e50c4b0ec","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/who-we-are-dark.png","1961433","d60ce3b758b7559762a2b027cd8d5bca902859832d424784c18777010b9e31e3","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/who-we-are-light.png","1894325","9af888448a61e65484688c6d8d42a6b7ab21d9cb2183fb6a27f193982865fdcb","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/who-we-are-mobile-dark.png","1975806","4b06d8029b9bd4565f769ca14a3970065df34bf63310f9ea1bc87e8996d0958e","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/who-we-are-mobile-light.png","1741540","8c4df3764057a1cf91c88c93b3d9675dc52836a4e57b6e38e32ee6c5869d8cbb","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/app-grid-bg.png","2928124","88987415d96ce707558b878349c2414686ee50f6757ea9176dd77eae1badfb7f","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/community/community-hero-1-dark.png","2392044","0f01750816db7699a7251889e153bad8d37988ffa705d2a229c4be830f84eb77","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/community/community-hero-1-light.png","2297820","f43530676e0ce719c9be96830b7eb3e1f6daa308c48f6bc4d44385643a1f1f3a","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/community/community-hero-1-mobile-dark.png","2258690","3c41fab62b4d3e14126de95d1ad80473ab32d92129d5fee6b062cebff22e828b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/community/community-hero-1-mobile-light.png","1568518","b8322f20ff4d51b784df559b0e528a7ba0e070e33e602c6fcf5f26f8e8931c21","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/community/community-hero-2-dark.png","2208604","b020bd220529dff039cb8702ee6e1501847c52e297c82263db9d8ccf9602a5d6","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/community/community-hero-2-light.png","2136794","f6774ffae9618087bc7808dd52a308c8cc989d9f033596eec769b0a055ac3841","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/community/community-hero-2-mobile-dark.png","2124594","537b6e18c3dc9fb3e56423a2f7557cfd13d3f2bd2bc58f6e4000105112a2fa52","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/community/community-hero-2-mobile-light.png","1830468","32721d7b101a1655d4bf842ef4090e5eeb8dfbb3c6a3b9b97794ff779f290a8c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/f-freedom.jpg","189538","a6789ae3218beeac20ef35b51600c65a87d5725630c2c77842f9102fa3e16b73","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffc-new-slide.jpg","160953","c232c13226d8f11948aa7e55c56c3e65d6d5476d614f24b3ad3cd68980d0602a","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffc-new.jpg","160953","c232c13226d8f11948aa7e55c56c3e65d6d5476d614f24b3ad3cd68980d0602a","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffc-token.png","262167","8a49e4c1a43d3ed2659155161668818cc4df135252ad013f957338fd7d209352","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffc.png","354770","27dc3135350e33d46c198235ae27ff9fd42001fdbf0b755e6cb4c27e97d186e5","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffn-marketplace.jpg","136330","09b4f55bd60c8b8936b15ffa8be11e47b300ebd4aad5027f3a90231d02ee9906","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/ads/ad-image-1.png","1394906","b8dfd901ca5272767ef8f91e1912a3e7cd3b50853d171d1a0a10b693cdbebd2a","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/ads/ad-image-2.png","1645449","c3f9e68264ce15d591d5ae8c438aa6688b79d340e7c2427466aaa42073765a2d","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/ads/ad-image-3.png","1520824","dece7d53e92aac6c5a4aa1376810758096df56f8066d9722ad741cbf1e323a5c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/ads/ad-image-4.png","1361222","6d88b982149c9053146751d47b5ba6a5cf3dccc9df3a463e6be290fcc4d54a55","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/ads/ad-image-5.png","1281739","fc3ab9011f5106e970843c7827415ffc065aff892be6589e7de9a150a9822a04","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/hero-01-dark.png","2022095","c056441ae4501156fc4fbc07b710ec6be33dac0e520050498d7434d8ff21a235","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/hero-01-light.png","1969474","b81abe99fc347506fb9d515cc93ae1edd3a76da1ef582eb719155d12b68e61f1","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/hero-01-mobile-dark.png","2280163","cc360e735ea705e8cf540b22c4285473fa3632572428befa9b6baa861bc9086d","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/hero-01-mobile-light.png","1886071","3a12de995daa7bfe65de95c1f909f0f65767fb0cc2083c1e11709c52b9baffdd","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/why-f-freedom-matters-dark.png","1705625","6952b61aaa097e426be9fcb494e3ba8072b839200f6bf49c4261a6138801e52e","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/why-f-freedom-matters-light.png","1627141","c223eeae381a363885b58c70b0900a50b5ed1da941988d179ae03e9579507d7f","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/why-f-freedom-matters-mobile-dark.png","1453968","006e2ff05d4adaa93d000aabaf19ff2f5e9aee7961551e7f33cab8f6a2995340","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/ffreedom/why-f-freedom-matters-mobile-light.png","1387964","62ad901d9bb15339feffbbef4febf6723b5f14ac3a1fe22834c34cb2752295ca","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fgt-new-slide.jpg","168146","95f70649513c6b2cd00343632e191509fec0d3446f421ae3545aa449e3b96921","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fgt-token.png","379520","825c01daf35c58cbebb609dff0d9c46a0e2cb08c999d079fcafcad97650a2098","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fgt.png","377607","be3e7348270757c2abe97a151e636d887316ed9cff34aee1810defe46dbf18d4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fgtr-new-slide.jpg","177551","d3b4b3b20a269972dc5ef6c2e19dbcf7c370280399b769b06a1bb5a1e840631d","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fgtr-token.png","364017","ec99d64dba8382908f4ef77f213a2fe0b332be85d28f7b57ee76afded8c5c5b9","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fgtr.png","408891","75d6190546fb5f3ffa6943252d61ea211ae5dc02283db96f5724588b33009ef7","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fifth-bg-hero.png","2810866","a3f6c350f12925d29685b5e54a0740f71257578757e5175484f8836500969538","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fin-freedom-institute.jpg","144793","3eddba1e1618645511b047bdf202604aa487600bb7fab8de767221cf61218716","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fin-freedom-plus.jpg","177115","8a1132d8b42e0e9a798e99fd947b174932305baac88a1e08cfb72e0a49ec86f4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fin-nft-program.jpg","294150","1287f28c4734ee9e8f1ccec015e3e7556feec7e305379b75b2f6a747a731d079","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fourth-bg-hero.png","96332","b0cdc91f5734ee87cb79c39b03c81a23610fd7e96dedeeb8eebbd5ead250a816","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fpt-new-slide.jpg","173265","6ab0b9b8f1150185014a3a2ecbf415fb23f10ee695ae96b156cf7424571f91b4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fpt.png","355251","cf128561e42a9c6decd2d45727c300ed3142b059e083e4e6457d291fe2d5358b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fptr-new-slide.jpg","177543","b48494fc85eda6df9b46d6c1196c863c14838b9a7d250bdbce93e55772db647b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/fptr.png","358679","20da1f69e600ba030b55c7ea4e19811ec0b69c9ba55ce843568deb43c63fdfcd","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/freedom digital academy.jpg","129701","db3f4f8746a8457bb512dc4ca936a9352714a170417cd93d153640eec382f425","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/freedom-leadership-academy.jpg","138093","29cc8ef3854dcdf79da1417f8a09faf3f165c5584a5bf46f35e1e77c81cca6b7","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/freedom-plus-program.jpg","147592","15134d0c6cccbd0c654f74543b1d16dca969d5860b9ad060a2420d1e34567d3c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/future-coin.png","242949","b7c974cbf87452f3027a4a107612630aaf053ad6eae7f04a4acc3ce0e4bda00d","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/hero-bg.png","793318","9cdc148c51af4281f436fb06938c331b45fc6219eea4a8d00bbc83b50501ec32","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/hero-section.jpg","183627","cea9df31099d00f977ce595d06eab4bf70479a3a2968bd5ff92e3971e395ed68","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/coin-card-dark.png","2456776","d757bb82ea2ce4628dfaf60a678577ed2271f81f2b0467e5e8420a6b532c952a","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/coin-card-light.png","2415638","8d3d3cb2ed523451d494e172f46040d79ef2cb9f9763f43bc8c7747b3024c259","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/coin-card-mobile-dark.png","2257020","80d09396b2b73efb369a27fe1e520c02bf8c0070ef5529b23e5eaadfbbf1452b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/coin-card-mobile-light.png","2081686","5f1d48c1a6a7723e65cda3d95095c14d3d0d06ff00304afc2bc4629ff8ea0663","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/f-freedom-card-dark.png","1756365","989990ab1f54084dee5763500ecc9b5dc1bef960d78eaa929732a14bb8adab1c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/f-freedom-card-light.png","1773387","dd7a2cb29e4c85e43975966d538597ff1c2c3b1f06273c91f8e3099e34a0e76d","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/f-freedom-card-mobile-dark.png","1740372","9038bbab40631cae2f5aca11307bf01ff536fcadf4fc3a0112e83de28b204180","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/f-freedom-card-mobile-light.png","1723650","4c006ec2a942033ae19b28a7e36a0744f2378e662d6778bdd3f19eb0466bffe4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/freedom-plus-card-dark.png","1920705","890d72dde1f39d4b8a48bf9462f03e4bc6ac30f3ac532b709843179567b356ec","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/freedom-plus-card-light.png","1906340","3428db20ba90fa39d174501fc7e1d64afa06975f63e4380dda582911e38e887b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/freedom-plus-card-mobile-dark.png","1877066","c27bb83c9047e9814a04e6c8fc54267f3a365367dd89f7b373713b226c08a991","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/freedom-plus-card-mobile-light.png","1803747","5cefb495b1c6c94725dc5d84b64a8ee180635fe485760878c3bc73f51481f559","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/institute-card-dark.png","2314758","e23efa999b8788c30814d0cd593f6b56b582f62a77e2d495cafbbb5e822b4dc4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/institute-card-light.png","1926614","96d0fe78a2aee7ba2d70d7ff623ce7f13449b4ad854cec570190e73a3d121d74","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/institute-card-mobile-dark.png","2101799","bb26aad40012b8ccb03ad2d47e70dc8e4037c80f912877fd39829b9109f77002","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/institute-card-mobile-light.png","2015737","745de4c43593d15961c47428e17fd32d4431a9935f68f19ce34ff82a07ad4031","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/marketplace-card-dark.png","2217699","57ee02152f2f45108d9a9c0b9f5f62efd4d572c6d41d1058653e6d162cf3e601","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/marketplace-card-light.png","2426105","e2d802fc2c973182a5f5a08f6348c7b0d28891c96427478784a9a13a63a44a4d","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/marketplace-card-mobile-dark.png","2093174","3e07dcc2943b285388ce27e8b5ab0a480acc7c03ee57835db2e279ea2bda86db","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/marketplace-card-mobile-light.png","2178893","e28d368e4951abb1eb67e37d769c0d7ff484dce2d5404128a911cc481f7300ae","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/nft-card-dark.png","2408368","a24b3fd63e508fd292f5665e6bfdd0eb95a70cc59af29e45ad96d3b1d01db0ca","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/nft-card-light.png","2129550","0dafded969163eab7ee34336980c613090d509c81aee41c0c07d8114a523470b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/nft-card-mobile-dark.png","2215520","2bd0c53f86946febeb1fea743ba27ec4d9fceec3d8b0c05f34334db2e37b7f38","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/cards/nft-card-mobile-light.png","2066103","0ebfbf2f62605432c100f2b67d71e0296023f0f96398aa172ea4a548743d4a8e","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-dark.png","1748174","b268b0de9971c4522e76885ec91112bcc4d1a4ffba80a7693a6a92154d6e91c5","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light.png","1048967","3239c624b7974884d6bb0d90d318945e8402158c4aa6b0818abc1f6889d3d997","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/055e85d8-6ef7-4876-b7cc-050c8abd4a37.png","1958613","a11016cf4dfc82e9e61c98803120ddd20da6750474437c505ce5debccd0e9a43","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/0e665683-d93a-4feb-a36e-9723db29c059.png","1588931","311e23cea056c15c84814f11b4a7f10ca9de646618f0edfa16afc045790350a2","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/1832b0bf-e31a-478a-822d-840bbef72aff.png","1848746","8628f939dc2487369c50e2dea7e9060668a0fd94ded5376fe37b693ccdf10d35","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/2783ab7b-b06e-41d4-812a-6b771d9b532e.png","1995631","baf5dd0192d7e86f95f29822e99054b1428f99c69288f9fd4099a817631bbd77","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/287ff8f7-28f7-4b17-8c44-d6c84741e450.png","1934651","a9d3d70bf664f298fa206f6692327a985513168fa75289f573e366d575647cd0","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/40face33-c6ad-4a5d-b402-5f7126e8325f.png","450185","347dca8f20826755ac3c57c6c597920fcff083343744998ea17da4603cd2ae31","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/5ddb44c4-808e-44c6-94d0-7c66d8306f3b.png","1679596","7bbc7acdabd8b13dd146cf0fd7964e58ddcdbaeda24d025e2b2f8d89b9bb7190","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/62dc8d7d-bca7-45b8-b33d-99e4823b84f6.png","1936262","a57a68e1e168a739101255550f101636c0387030ac990c84479d20f5955cd6e0","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/85eff526-176b-402e-993d-d80a9333019d.png","1748174","b268b0de9971c4522e76885ec91112bcc4d1a4ffba80a7693a6a92154d6e91c5","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/acc2482a-bcfb-4b2f-8108-5770a6efa267.png","1731360","ccdb051f0f542b78ccdb22e51425e53fe7b51fe640dc8cd4e64d71d29f726d27","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/agent_3.webp","156474","2b2a3717dc9d6e649b9130ab96722a63d45d54ebac1a306a0bffb3c9edda87b7","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/ansi-1f6vhsjh.css","820","481ebe1b07498409031a8eb461f11e4061a86f361b98ef5aba7e5b192cae43d9","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/b9c7f408-3b08-4fe2-9adb-f3f90c761325.png","2022095","c056441ae4501156fc4fbc07b710ec6be33dac0e520050498d7434d8ff21a235","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/bc134ece-b739-4bf1-9df9-816c8a032f88.png","1733542","7cf27bb9db68f65202c75af6873d78d49038a36814948c69eb8517defc0921e9","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/c96648b1-a8c5-4b3d-a1c0-63fa2f8df3b8.png","1486738","c4a2e7cc3c2128524f3132f630b2764668d1f403c20b2cdd6171b7fe32b72090","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/code-block-dop2czwo.css","1916","a156be6253a24a697e52d8cf0256d568dc0a1ce10624f9b9d64e0afd68ab75d5","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/code-block-viewer-bb2wmqiy.css","962","a00bc4a98d90e7e16aaf4ca6a913a94f85416b93553d15b24e24dfe09f932206","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/conversation-small-b0ymmetn(1).css","136295","e273fe37d8891641c449b40d3bfdad889c946ecfa3f6374cb6031f08890b8b45","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/landing/ecosystem-section-light_files/conversation-small-b0ymmetn.css","136295","e273fe37d8891641c449b40d3bfdad889c946ecfa3f6374cb6031f08890b8b45","generated-delete-candidate","System.Object[]"
